,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
992,318,329,276,276,13,13,60,60,8,14,5,5,60,52,1,94,0,1,0,2
993,490,319,260,260,19,15,55,52,11,4,2,5,41,74,1,70,0,3,0,3
994,445,525,206,206,11,10,46,44,15,13,8,6,40,90,0,66,0,2,2,1
995,395,358,212,212,18,13,57,51,14,11,4,9,100,58,0,75,1,5,2,2
996,576,275,251,251,17,20,62,49,14,5,6,8,75,72,0,61,1,1,7,5
997,730,310,161,161,5,7,37,39,19,6,2,10,76,57,0,63,0,2,2,0
998,423,327,215,215,7,12,51,54,22,10,4,7,72,62,0,83,2,0,2,2
999,350,584,248,248,12,21,44,45,2,8,7,0,72,61,54,0,3,1,1,1
1000,307,336,284,284,16,17,55,66,13,7,2,4,70,85,0,84,0,1,4,0
1001,332,299,273,273,18,20,61,59,10,11,4,3,57,59,78,0,1,2,3,4
1002,341,434,264,264,14,13,52,52,19,18,3,8,72,87,0,79,3,1,0,0
1003,378,407,272,272,11,13,66,59,15,22,10,6,65,85,0,91,1,2,6,4
1004,283,599,231,231,14,13,41,54,9,15,6,5,55,84,67,0,3,1,1,2
1005,441,306,237,237,18,14,47,55,14,15,8,7,65,70,0,70,1,3,1,3
1006,300,359,242,242,29,14,56,62,6,14,6,3,50,69,0,73,1,0,3,0
1007,329,446,229,229,14,12,66,59,14,20,9,2,69,96,94,0,0,2,1,4
1008,348,502,244,244,11,17,54,50,9,11,5,6,68,56,74,2,3,3,1,2
1009,431,286,253,253,12,23,63,56,12,10,5,8,72,74,1,77,7,2,1,5
1010,456,403,219,219,8,21,57,46,5,9,3,3,49,59,0,72,1,2,1,1
1011,361,497,212,212,19,18,42,57,12,8,6,4,43,47,57,6,3,0,1,2
1012,379,334,245,245,18,18,59,59,14,11,2,6,68,54,2,79,0,3,0,1
1013,453,220,224,224,18,18,66,53,12,6,1,1,60,55,83,1,0,2,1,0
1014,222,913,157,157,7,3,38,40,8,16,9,5,56,59,64,0,0,1,1,4
1015,296,550,258,258,19,9,45,54,7,12,5,3,68,72,65,0,1,2,4,4
1016,519,407,250,250,17,18,59,52,15,11,6,3,57,58,0,76,0,3,2,1
1017,450,361,270,270,17,9,47,63,15,12,6,6,47,59,0,80,1,1,5,1
1018,467,337,261,261,26,22,59,59,4,6,3,1,53,66,5,69,2,0,0,0
1019,565,289,267,267,8,15,57,45,12,8,3,2,49,77,0,78,2,1,0,2
1020,404,575,155,155,11,9,42,42,7,14,3,3,54,69,60,0,4,1,0,4
1021,333,626,233,233,12,25,53,47,5,11,4,3,57,64,63,0,1,1,2,0
1022,361,369,223,223,18,18,58,58,13,17,5,3,62,55,1,77,0,1,2,3
1023,322,364,222,222,16,14,61,60,6,14,7,2,48,70,85,0,0,5,7,0
1024,328,464,260,260,12,14,56,53,18,15,6,7,62,83,80,1,3,5,2,4
1025,365,437,283,283,21,20,65,55,7,13,7,2,69,49,0,76,0,0,2,2
1026,353,715,213,213,14,11,33,42,11,11,8,4,59,56,49,0,5,1,3,0
1027,292,634,221,221,15,18,54,58,11,13,2,5,85,70,72,2,0,1,5,3
1028,344,618,236,236,19,10,54,55,10,12,4,5,58,83,74,0,1,1,2,2
1029,564,446,188,188,9,8,42,44,7,10,4,3,46,44,67,0,0,0,1,3
1030,727,244,172,148,11,12,48,47,19,4,2,9,59,50,0,66,1,4,1,5
1031,611,298,184,185,4,14,42,48,21,4,0,9,51,47,0,69,1,0,4,0
1032,406,593,187,174,19,15,47,48,9,8,3,4,46,85,60,0,5,1,1,1
1033,457,535,220,179,13,13,55,48,8,9,3,3,55,59,75,0,0,0,2,3
1034,212,716,183,187,5,10,44,42,11,25,14,4,66,82,70,0,4,0,1,0
1035,427,412,250,247,15,16,52,50,15,10,5,2,48,60,45,25,3,2,1,3
1036,519,251,249,235,13,15,51,49,23,8,3,7,82,74,71,0,1,3,1,3
1037,499,411,206,199,20,14,37,53,7,8,3,1,57,51,1,50,1,0,2,5
1038,441,284,214,234,17,16,65,59,14,11,3,5,65,78,1,88,2,0,1,1
1039,388,654,199,201,14,19,46,45,9,10,1,4,61,44,52,0,3,1,3,3
1040,399,473,218,208,12,9,50,53,10,7,4,5,65,66,0,77,3,2,2,3
1041,251,667,185,177,16,9,46,52,5,20,6,3,71,57,65,5,1,0,2,3
1042,879,162,145,150,11,10,46,45,25,5,2,3,52,80,0,68,1,2,1,1
1043,546,199,198,231,17,18,58,64,15,10,4,3,61,92,83,1,2,5,4,3
1044,234,508,218,233,15,13,57,68,9,11,2,5,80,69,51,45,6,2,0,1
1045,278,522,248,237,16,16,50,59,13,10,2,5,58,67,76,0,0,1,0,1
1046,417,393,261,207,20,13,48,56,8,15,8,2,59,58,68,0,1,2,2,1
1047,207,494,213,227,13,11,63,64,5,18,5,2,65,66,94,6,0,1,1,2
1048,421,469,186,203,17,18,47,56,11,7,1,3,37,46,67,0,1,1,1,0
1049,263,463,175,129,12,11,51,56,6,23,11,3,60,27,0,81,1,1,2,1
1050,299,626,205,174,9,12,54,48,7,14,8,4,84,57,71,1,1,1,5,4
1051,255,713,175,187,9,10,39,47,4,19,7,1,54,53,1,66,6,1,0,0
1052,374,343,225,185,19,18,57,60,6,11,5,3,66,60,73,0,1,2,2,5
1053,514,320,203,230,16,12,45,54,15,6,4,3,71,64,0,67,0,3,2,2
1054,400,410,199,194,12,13,50,47,13,24,9,3,71,62,0,72,0,0,1,1
1055,362,416,214,209,18,12,57,53,13,17,4,6,44,53,1,77,4,1,2,1
1056,189,548,199,221,11,9,61,46,11,18,5,4,69,77,80,1,4,0,3,6
1057,546,480,196,208,13,11,45,48,20,11,2,8,56,64,0,63,1,1,4,3
1058,444,350,231,236,8,17,51,48,5,15,2,1,60,49,0,68,4,3,5,2
1059,314,553,244,221,23,18,50,62,10,10,3,5,78,54,65,0,1,0,4,5
1060,330,611,218,187,15,17,51,51,9,13,3,2,76,47,65,0,3,1,2,3
1061,482,430,214,207,18,13,51,48,9,7,2,4,54,42,0,67,1,2,0,3
1062,238,471,220,220,18,16,51,64,12,11,1,5,85,45,0,83,2,1,0,1
1063,273,500,260,236,15,19,69,57,5,13,5,2,73,45,90,0,3,0,0,3
1064,228,599,231,239,7,15,52,56,7,13,5,0,58,66,80,0,1,0,6,0
1065,459,482,160,143,17,12,42,57,19,12,8,4,59,60,63,1,2,1,1,5
1066,302,492,228,228,14,14,58,40,14,14,7,5,58,70,0,72,1,0,2,1
1067,500,337,206,206,10,14,52,56,15,14,3,7,92,78,2,81,0,0,3,2
1068,232,587,235,235,18,14,39,67,6,11,4,4,75,76,74,1,1,5,0,2
1069,198,721,221,221,13,11,40,45,6,10,3,4,53,104,53,6,1,1,2,1
1070,518,327,207,207,10,9,45,63,8,17,5,4,76,76,0,85,0,1,3,2
1071,339,849,224,224,9,3,44,40,9,20,11,4,78,97,68,1,1,3,1,2
1072,572,440,171,171,9,7,46,41,16,10,3,9,63,54,1,64,1,1,3,3
1073,446,363,208,208,13,10,50,47,9,14,6,3,82,72,69,4,0,2,0,5
1074,338,532,229,229,11,10,36,55,4,11,2,2,84,65,0,68,2,1,1,1
1075,577,285,207,207,13,11,47,45,23,7,3,13,51,64,0,65,2,1,1,2
1076,548,474,193,193,13,9,44,38,6,8,2,0,49,57,1,57,2,1,1,1
1077,385,721,195,195,14,8,35,55,8,16,9,2,89,68,68,0,1,0,0,4
1078,427,419,208,208,23,12,42,72,25,5,2,6,61,74,0,78,1,0,3,1
1079,217,444,313,313,19,16,57,74,12,13,0,2,93,76,97,0,2,3,1,1
1080,422,308,312,312,14,15,56,55,6,12,7,3,86,88,82,1,2,2,0,1
1081,245,516,258,258,12,15,52,48,5,17,8,3,59,76,73,0,2,0,0,1
1082,475,255,210,210,16,16,49,57,18,10,4,12,93,54,0,73,3,1,2,2
1083,425,286,228,228,15,18,49,55,10,13,5,1,55,45,2,72,1,5,0,0
1084,235,719,239,239,6,9,44,55,10,18,10,5,108,88,79,4,6,1,3,4
1085,369,494,224,224,7,17,49,46,14,12,3,5,56,105,69,0,1,4,1,1
1086,338,455,256,256,22,9,73,66,12,9,2,5,70,74,104,0,4,2,4,3
1087,506,277,249,249,20,5,45,49,2,16,7,0,63,52,0,63,0,4,0,6
1088,565,392,247,247,7,7,39,48,18,12,3,5,72,71,66,0,3,1,5,2
1089,203,511,199,199,15,22,46,48,4,10,3,4,56,70,22,52,1,0,4,1
1090,454,316,247,247,15,16,59,50,11,10,3,3,92,77,0,76,2,0,3,1
1091,346,428,220,220,9,17,45,46,6,18,12,4,67,74,64,1,3,0,2,1
1092,387,690,194,194,20,10,37,56,5,16,4,2,88,73,62,0,2,3,1,1
1093,287,546,156,156,14,6,37,53,9,22,11,2,78,56,68,0,2,1,1,2
1094,320,665,230,230,13,12,41,48,4,13,7,3,51,39,63,0,2,2,0,1
1095,387,639,179,179,10,10,40,34,7,17,10,2,74,74,1,52,1,1,2,2
1096,469,397,244,244,13,16,53,49,7,15,8,3,63,67,75,0,1,0,0,1
1097,442,514,195,195,10,19,71,34,5,23,11,1,43,64,35,35,1,2,3,5
1098,602,405,197,197,8,19,39,34,14,5,3,6,73,69,49,31,1,1,0,3
1099,519,499,216,216,13,6,33,57,13,8,3,6,66,53,0,70,0,0,0,2
1100,423,492,171,171,15,12,51,55,11,9,4,7,66,82,77,2,1,3,1,2
1101,435,302,247,247,14,16,63,41,19,9,5,8,109,96,0,71,1,3,1,2
1102,343,423,244,244,12,19,56,45,10,14,6,6,61,52,63,1,4,0,2,4
1103,334,519,242,242,15,8,40,44,12,11,6,7,59,80,0,60,0,2,1,0
1104,535,393,193,193,15,9,31,48,10,9,6,5,55,76,0,56,2,0,2,1
1105,411,486,162,162,10,13,49,40,11,16,7,6,58,77,60,0,0,4,3,4
1106,456,427,226,226,11,14,46,61,8,15,9,3,87,50,81,1,0,0,1,0
1107,418,652,168,168,11,16,49,48,3,12,6,0,43,66,34,32,0,1,2,4
1108,357,331,291,291,7,21,55,56,11,15,6,2,62,82,74,0,0,2,9,0
1109,393,620,194,194,11,9,45,48,12,9,6,6,67,73,65,2,0,1,4,3
1110,455,407,220,220,8,12,46,37,6,15,10,2,67,65,56,0,3,0,1,6
1111,340,384,267,267,19,19,64,63,9,22,8,1,61,66,87,0,0,0,2,1
1112,348,382,273,273,13,16,59,58,6,9,2,2,85,34,0,87,3,1,1,2
1113,563,329,235,235,14,9,47,46,21,5,1,6,66,65,2,65,1,8,3,5
1114,313,409,244,244,23,20,55,64,7,6,1,6,88,65,4,74,1,1,2,1
1115,288,544,194,194,11,11,46,50,6,13,8,3,64,91,67,3,1,1,4,1
1116,381,423,250,250,13,11,60,55,8,14,2,2,64,68,0,89,3,2,2,2
1117,428,285,232,232,12,24,63,47,9,5,0,1,70,73,0,72,0,1,1,1
1118,515,376,192,192,10,10,42,57,15,4,2,7,74,43,0,71,2,4,2,6
1119,255,750,239,239,9,12,34,41,9,9,4,3,68,70,50,3,0,4,1,1
1120,442,281,223,223,15,19,65,42,16,10,6,8,64,98,68,1,1,1,3,3
1121,437,469,193,193,21,15,49,53,9,8,5,5,95,101,1,65,0,2,3,0
1122,469,345,291,291,19,14,59,56,8,14,6,2,71,61,0,78,1,0,1,3
1123,630,274,204,204,8,15,60,52,17,17,5,10,64,51,19,64,1,5,3,5
1124,368,431,276,276,21,14,44,56,11,10,4,8,63,63,0,61,2,0,3,1
1125,225,684,171,171,10,7,39,47,0,19,9,0,56,63,64,1,6,0,3,2
1126,436,300,263,263,13,14,50,51,8,7,1,1,61,42,66,0,3,0,1,8
1127,577,562,149,149,8,7,33,44,15,6,6,7,60,66,2,60,2,2,3,0
1128,327,564,240,240,15,22,55,40,14,9,2,3,73,101,36,24,1,4,2,0
1129,354,324,257,257,17,15,55,62,13,8,1,7,71,62,1,84,1,4,1,0
1130,688,528,156,156,6,11,44,45,14,10,2,4,68,60,0,68,2,3,1,4
1131,296,512,287,287,8,14,59,45,3,22,7,1,67,64,81,1,0,0,0,0
1132,490,512,248,248,14,6,44,49,17,10,2,4,88,90,1,70,2,2,2,2
1133,445,372,268,268,15,21,59,45,10,16,5,1,69,108,68,0,1,5,0,1
1134,571,335,232,232,11,16,52,48,9,6,1,3,84,68,0,71,4,0,1,2
1135,473,280,241,241,12,15,58,51,11,5,2,3,75,80,0,82,1,1,2,2
1136,700,178,207,207,16,11,56,52,20,9,3,10,100,84,0,76,1,2,3,3
1137,642,375,189,189,7,10,53,44,14,9,3,4,79,54,0,81,2,1,1,1
1138,284,426,225,225,17,21,60,57,6,8,1,5,55,51,78,0,2,4,2,0
1139,379,334,251,251,13,18,73,48,9,10,5,2,47,90,85,0,1,10,1,4
1140,223,714,184,184,13,8,41,70,4,32,13,2,100,99,1,84,1,0,6,1
1141,325,531,197,197,6,16,38,54,8,14,9,3,88,69,67,1,7,1,3,2
1142,545,295,244,244,9,14,51,43,16,7,3,4,95,57,2,63,0,2,2,5
1143,309,427,281,281,11,25,71,47,6,16,6,4,53,63,81,0,2,6,0,3
1144,581,230,255,255,9,9,65,43,23,3,3,10,60,92,2,87,0,2,1,3
1145,548,401,172,172,11,10,37,45,10,14,6,5,55,74,1,57,1,2,4,1
1146,292,562,246,246,12,13,45,45,10,9,6,2,53,75,64,2,1,4,1,1
1147,440,558,190,190,7,11,58,41,13,14,3,3,77,57,72,3,0,1,3,3
1148,532,343,206,206,21,5,39,55,6,9,4,2,56,53,1,68,0,1,1,2
1149,280,503,213,213,16,11,42,63,2,21,16,0,66,92,67,0,0,1,9,2
1150,394,394,244,244,16,17,48,54,5,6,2,4,55,70,0,65,1,3,1,6
1151,382,361,289,289,13,17,57,53,12,12,4,4,79,73,0,82,2,4,0,0
1152,328,514,258,258,12,10,61,64,10,13,2,4,71,72,100,0,2,2,1,4
1153,538,514,190,190,9,17,43,38,6,11,6,4,54,71,0,51,1,0,4,1
1154,762,232,189,189,10,17,46,47,9,10,4,4,102,55,1,59,1,4,4,6
1155,526,356,198,198,11,14,62,38,12,9,5,6,46,63,72,7,2,0,0,3
1156,524,236,175,175,14,13,51,40,22,5,3,16,72,58,0,60,0,5,5,1
1157,400,578,226,226,11,20,59,45,6,11,6,3,76,68,70,23,1,2,1,1
1158,303,707,159,159,12,7,50,44,8,23,5,1,78,74,73,0,1,1,0,4
1159,339,398,213,213,14,26,54,49,7,13,3,5,86,49,64,0,1,0,0,1
1160,409,319,215,215,16,10,64,58,15,9,2,6,92,62,0,95,2,0,1,1
1161,658,284,235,235,10,11,46,46,21,7,2,7,73,74,69,0,3,1,3,2
1162,275,646,244,244,16,8,42,63,4,17,5,1,77,71,0,76,7,2,5,2
1163,380,527,215,215,10,7,62,50,10,18,5,3,59,94,89,0,4,1,2,5
1164,725,355,211,211,7,11,57,49,14,12,3,4,59,60,0,84,1,4,2,2
1165,585,344,194,194,13,11,53,46,20,4,0,11,50,66,0,71,0,2,2,2
1166,354,482,219,219,7,11,62,46,9,14,4,3,45,73,1,83,1,1,3,5
1167,247,660,220,220,18,13,47,48,5,18,8,3,54,48,61,0,0,0,4,0
1168,388,499,213,213,14,16,53,45,8,12,6,3,63,58,3,64,0,2,2,3
1169,356,528,253,253,10,11,56,52,8,20,8,4,86,106,86,0,2,2,2,1
1170,369,651,195,195,6,11,50,35,8,14,8,1,54,66,60,3,2,1,2,4
1171,635,331,178,178,17,16,45,48,11,3,0,3,70,70,0,56,1,1,3,2
1172,347,524,203,203,15,14,49,58,9,11,3,4,97,83,70,1,1,1,4,5
1173,478,466,219,219,9,25,53,47,12,6,0,3,82,60,0,64,0,1,2,2
1174,859,447,153,153,10,8,53,37,9,5,1,1,67,61,0,64,1,0,3,4
1175,379,660,186,186,5,9,41,44,8,12,7,2,54,57,0,66,2,0,3,1
1176,333,508,275,275,11,11,55,59,8,20,6,1,75,109,3,89,0,1,0,1
1177,322,554,256,256,14,10,55,51,3,10,5,4,65,66,76,0,1,2,2,4
1178,286,474,241,241,16,20,52,55,12,10,3,9,88,41,70,0,4,0,1,1
1179,447,302,201,201,14,13,48,58,5,11,3,1,109,59,75,0,1,0,3,2
1180,636,532,169,169,7,9,34,40,9,4,2,4,60,64,0,57,0,1,0,1
1181,554,357,254,254,9,10,50,50,8,13,5,3,92,43,77,0,1,3,3,2
1182,443,279,254,254,16,15,56,73,10,7,2,2,46,77,96,1,0,2,4,2
1183,292,436,228,228,22,8,52,63,8,14,6,3,65,62,84,1,4,0,2,0
1184,728,361,184,184,8,9,52,35,25,11,5,16,49,83,0,70,0,2,0,3
1185,583,389,228,228,11,17,48,51,6,4,3,1,79,48,0,70,2,1,1,1
1186,266,459,266,266,16,14,57,55,4,11,1,0,58,69,80,1,1,3,2,3
1187,371,693,219,219,11,5,46,46,6,16,8,3,58,72,69,0,0,2,5,2
1188,531,421,219,219,11,6,43,48,16,9,5,4,66,74,2,66,0,1,1,6
1189,421,336,310,310,17,16,73,52,5,12,5,4,45,78,2,86,2,4,2,2
1190,464,689,210,210,14,11,35,39,12,5,4,3,56,108,52,0,0,2,0,0
1191,374,270,312,312,20,11,61,61,12,7,4,2,77,65,0,86,0,3,2,2
1192,491,387,246,246,12,17,55,50,14,13,4,3,60,46,0,73,0,2,2,2
1193,460,341,309,309,17,15,58,48,17,10,6,7,80,69,0,73,1,2,1,2
1194,451,536,201,201,14,15,48,46,9,8,4,1,87,62,58,0,3,1,1,7
1195,392,519,242,242,10,12,48,54,7,16,4,4,94,54,0,79,1,0,0,2
1196,354,480,261,261,11,7,42,60,5,33,11,0,70,62,75,5,2,1,2,3
1197,455,523,188,188,15,13,42,50,8,17,8,2,54,45,59,0,0,2,2,3
1198,461,352,261,261,10,19,64,45,7,15,2,3,70,45,0,79,1,3,2,0
1199,277,471,254,254,10,14,56,55,19,12,8,3,58,82,0,83,1,1,2,2
1200,514,373,222,222,13,19,50,55,9,16,6,6,88,57,70,0,3,1,1,2
1201,371,729,163,163,11,11,47,47,4,20,5,1,59,58,72,2,3,1,1,1
1202,447,464,221,221,14,9,42,49,6,7,3,3,42,74,63,4,1,1,0,4
1203,282,598,263,263,11,9,60,49,10,12,5,3,92,113,87,0,1,0,1,1
1204,402,444,271,271,22,11,46,58,5,7,6,3,56,63,65,1,1,0,3,4
1205,458,374,200,200,11,11,48,46,18,7,3,7,63,72,0,68,0,5,2,2
1206,526,394,201,201,9,7,55,51,17,5,3,9,48,83,0,81,0,0,4,5
1207,415,468,239,239,17,19,50,57,7,14,6,4,61,64,69,0,0,2,2,1
1208,470,469,247,247,16,17,55,53,4,7,3,1,75,59,68,0,0,1,3,5
1209,567,327,228,228,10,16,57,51,16,5,1,10,63,68,0,83,1,0,0,2
1210,299,427,247,247,14,16,66,54,12,11,0,7,65,69,2,87,1,1,1,4
1211,463,458,218,218,16,11,57,48,6,14,1,2,59,74,78,0,1,1,0,2
1212,838,390,220,220,5,11,45,32,17,5,1,9,72,51,0,55,0,1,2,4
1213,282,466,302,302,17,13,55,59,8,11,6,4,86,81,82,0,2,1,1,4
1214,352,565,220,220,18,16,39,54,6,18,8,0,51,53,57,0,0,1,1,1
1215,336,568,233,233,18,13,52,45,3,12,3,3,69,71,0,66,1,0,1,1
1216,640,355,236,236,7,9,47,41,19,6,4,5,88,83,0,69,1,3,2,1
1217,749,485,156,156,6,4,37,36,16,14,4,9,64,85,1,62,0,0,1,1
1218,530,324,288,288,11,13,52,54,21,3,0,5,67,69,1,79,2,3,1,3
1219,402,437,266,266,11,13,60,56,7,10,6,4,52,63,89,0,4,0,2,1
1220,467,428,220,220,13,18,53,58,12,12,4,4,79,81,0,78,0,2,1,1
1221,660,392,165,165,8,8,43,38,16,5,1,11,51,57,0,60,2,2,4,1
1222,373,363,271,271,29,17,61,65,11,9,3,4,61,51,0,77,2,1,3,2
1223,357,537,230,230,17,7,40,50,8,16,9,1,60,93,62,0,1,0,0,4
1224,334,566,244,244,9,14,51,62,12,11,3,2,71,79,83,0,2,2,5,3
1225,329,409,256,256,19,17,59,58,13,9,3,6,59,81,79,1,3,2,1,3
1226,242,487,209,209,6,8,58,59,12,18,9,11,88,69,100,0,2,1,3,2
1227,515,514,234,234,9,15,37,40,10,11,4,5,64,81,0,55,1,0,0,2
1228,513,337,192,192,14,10,46,48,13,6,1,5,59,69,1,68,1,4,0,2
1229,448,721,187,187,13,7,47,47,9,7,6,5,73,79,71,1,1,0,1,2
1230,491,251,237,237,20,17,61,56,13,5,4,6,71,58,69,0,0,3,11,2
1231,159,472,257,257,16,13,54,68,8,26,5,5,73,72,88,0,4,2,4,2
1232,496,304,204,204,11,18,51,57,21,6,1,3,55,80,0,77,2,2,2,0
1233,381,505,208,208,8,27,65,43,11,10,8,3,47,52,70,1,3,2,3,0
1234,728,211,184,184,12,9,40,35,15,1,1,7,67,65,2,57,0,0,2,0
1235,553,381,321,321,10,11,53,43,15,10,1,12,85,82,68,0,2,2,4,3
1236,320,391,263,263,10,11,59,56,9,17,5,3,71,60,87,0,1,1,4,3
1237,476,559,195,195,9,5,39,47,11,11,4,7,90,62,0,69,1,1,1,2
1238,499,409,237,237,23,18,47,60,14,6,0,5,71,52,0,65,2,2,1,1
1239,440,502,207,207,13,13,52,51,6,15,8,1,71,54,73,0,1,0,1,3
1240,357,407,249,249,23,17,62,68,10,14,7,2,55,60,0,86,1,3,1,3
1241,395,426,228,228,11,15,45,45,7,3,1,6,62,90,0,61,0,1,2,1
1242,570,597,164,164,3,5,32,38,9,18,11,3,51,76,59,0,0,0,3,0
1243,450,489,238,238,15,13,47,58,6,8,1,5,72,53,74,1,0,4,1,0
1244,453,354,223,223,5,17,60,37,14,12,5,10,52,76,1,70,1,3,1,5
1245,442,412,222,222,12,23,57,51,12,6,1,4,84,59,71,0,2,1,2,0
1246,396,331,239,239,15,17,61,65,8,16,6,4,86,77,0,95,1,1,0,2
1247,473,515,242,242,11,14,58,56,8,11,3,3,62,50,85,0,0,2,2,3
1248,321,523,218,218,18,13,47,58,7,14,3,2,60,67,75,0,1,2,1,1
1249,253,550,241,241,6,13,50,52,10,17,5,4,90,81,82,0,2,0,1,1
1250,281,585,221,221,16,18,58,58,8,24,10,2,71,55,81,0,3,1,1,2
1251,787,328,129,129,9,9,37,50,23,3,1,9,53,69,0,66,0,7,4,1
1252,457,386,198,198,8,16,48,38,10,15,7,4,66,82,0,58,1,1,3,2
1253,395,340,218,218,9,10,57,40,12,16,5,5,81,79,0,72,1,2,1,7
1254,407,391,263,263,17,16,50,57,7,12,1,3,82,75,0,70,3,2,4,0
1255,338,486,259,259,12,12,55,49,3,16,6,2,73,68,68,2,2,0,4,7
1256,472,435,215,215,10,11,53,52,21,12,7,5,55,64,79,2,3,1,2,2
1257,489,413,173,173,6,21,65,41,9,9,2,6,65,69,1,77,1,2,1,0
1258,626,300,256,256,4,24,49,33,14,3,1,9,53,33,0,52,0,2,2,1
1259,435,517,204,204,9,13,48,43,12,10,5,5,94,91,1,71,3,2,0,1
1260,263,593,255,255,19,6,47,58,3,21,6,2,82,78,76,0,5,0,3,2
1261,482,322,230,230,17,15,53,53,8,18,9,3,59,80,70,1,1,2,1,3
1262,442,350,234,234,17,17,56,46,9,6,4,3,47,86,2,67,0,3,2,1
1263,509,264,244,244,14,15,53,58,19,15,5,4,87,74,0,78,1,1,3,3
1264,545,305,209,209,17,16,53,43,18,10,2,8,47,61,0,60,1,2,1,5
1265,475,345,262,262,24,22,66,60,16,3,1,6,78,74,0,77,1,1,1,2
1266,397,535,222,222,12,11,57,49,9,15,6,4,72,77,74,0,0,0,2,6
1267,283,708,218,218,10,7,46,68,5,17,8,2,85,81,93,0,1,0,2,2
1268,366,488,232,232,10,13,40,55,22,11,3,7,100,59,0,71,3,2,2,0
1269,432,510,198,198,11,16,45,44,8,16,6,7,71,52,60,0,1,1,0,2
1270,453,296,225,225,14,20,64,50,11,10,3,6,64,73,0,80,1,4,1,0
1271,576,469,200,200,16,17,48,45,3,13,9,2,44,62,56,1,2,1,2,5
1272,237,599,218,218,14,19,45,63,9,14,4,4,83,80,71,1,3,1,1,3
1273,379,316,259,259,21,14,57,62,16,11,4,4,77,53,0,80,3,2,2,5
1274,360,535,188,188,16,12,49,46,3,24,10,0,67,59,65,0,4,1,1,2
1275,356,545,215,215,7,13,53,46,9,19,7,4,76,103,80,0,4,3,0,2
1276,298,496,224,224,15,14,57,56,5,23,6,1,70,71,81,1,3,0,2,3
1277,409,439,200,200,14,13,52,53,10,16,8,8,62,55,71,0,5,0,4,4
1278,451,460,265,265,6,12,42,49,11,11,4,6,51,53,0,72,4,1,2,0
1279,452,413,212,212,12,15,51,42,12,15,5,5,87,81,0,63,2,1,4,2
1280,431,620,215,215,9,10,39,41,3,11,7,1,70,47,57,0,1,3,0,4
1281,372,506,275,275,18,14,44,54,14,12,4,5,82,69,67,0,2,4,1,1
1282,275,606,232,232,11,12,61,45,3,22,4,2,58,84,74,6,1,0,2,3
1283,501,248,237,237,17,19,52,51,10,14,7,3,59,79,1,66,0,3,2,3
1284,235,528,220,220,13,15,52,54,5,28,10,5,77,64,76,5,5,0,7,1
1285,324,523,224,224,17,14,51,50,3,18,5,0,64,76,68,1,1,0,2,2
1286,411,673,207,207,10,8,55,50,6,13,4,2,87,67,79,0,0,0,5,4
1287,250,542,235,235,17,9,40,57,7,25,7,5,88,50,69,1,4,0,0,4
1288,447,385,271,271,20,15,64,50,13,14,4,7,68,66,1,78,3,0,0,2
1289,440,401,235,235,15,8,42,60,19,17,7,6,84,61,74,0,2,0,0,6
1290,360,491,224,224,8,9,51,52,7,21,8,4,67,73,84,1,2,2,1,1
1291,396,366,251,251,15,10,47,61,8,13,8,4,64,67,80,1,1,4,2,1
1292,721,426,245,245,10,7,46,40,9,6,3,3,102,80,0,66,0,6,1,3
1293,420,311,205,205,13,18,48,46,17,12,8,10,67,89,62,0,0,0,2,1
1294,437,464,226,226,16,15,52,51,7,21,6,2,68,96,0,71,2,3,1,0
1295,224,453,234,234,10,9,48,71,10,26,9,1,69,71,86,0,2,1,12,3
1296,508,461,226,226,11,22,47,41,19,7,2,8,49,74,0,50,0,2,5,2
1297,379,415,231,231,15,11,51,55,13,15,9,6,63,62,0,73,2,1,6,3
1298,520,365,274,274,18,20,56,50,12,8,2,4,62,58,4,64,2,0,3,0
1299,452,448,202,202,8,11,53,56,8,14,6,2,63,73,1,84,1,2,6,1
1300,369,434,276,276,10,12,51,47,13,13,4,3,61,81,74,0,1,2,1,3
1301,524,281,273,273,18,20,57,55,9,9,3,3,70,66,73,1,0,3,2,1
1302,290,580,226,226,10,9,51,53,8,20,9,3,58,99,85,0,1,2,0,2
1303,340,689,172,172,4,11,40,40,8,39,13,4,88,78,65,0,2,0,0,0
1304,420,394,218,218,13,17,53,42,10,14,6,8,52,83,0,63,3,1,0,4
1305,411,361,273,273,10,13,73,50,10,16,8,6,72,74,2,94,3,2,0,3
1306,352,763,182,182,6,9,44,41,7,21,7,4,66,58,69,1,3,0,1,2
1307,191,703,165,165,12,10,41,45,2,35,15,2,84,49,61,0,2,1,2,2
1308,577,256,260,260,11,16,51,49,12,6,2,4,54,81,2,71,1,1,1,0
1309,212,886,222,222,9,8,27,44,4,22,10,1,61,41,0,53,0,0,1,1
1310,474,469,245,245,16,8,47,47,11,14,9,6,74,92,68,0,0,2,2,1
1311,600,291,222,222,16,16,50,35,12,7,4,4,85,49,1,47,0,2,2,5
1312,332,410,297,297,21,17,56,62,8,16,6,2,52,54,75,0,3,1,1,5
1313,658,341,209,209,7,14,61,43,7,9,2,4,41,82,3,77,0,0,0,4
1314,397,507,208,208,12,15,50,56,13,9,4,5,57,76,71,0,0,3,5,3
1315,481,337,258,258,22,24,64,58,11,14,6,5,78,105,0,70,0,1,3,4
